name,number_of_reviews,review_scores_value,cancellation_policy,host_id,host_name,host_for_x_days,host_response_time,host_response_rate,property_type,room_type,accommodates,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights
Clean Spacious 1 BR Near T Station,11,8,2,80766156,Yizuo,1906,within an hour,100,Townhouse,Private room,2,60,100,10,4,1125
Private Bdr4 with Airbed,3,8,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,31,500,50,10,1125
"Umass,City, BECE, MGH, Longwood 16s",7,8,2,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,46,100,49,5,60
Pied-a'-terre - near everything,1,4,3,2565039,Theresa & Todd,3390,within an hour,91,Apartment,Entire home/apt,4,95,300,75,7,28
"Cozy Sunporch, Quick Downtown",108,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,1,47,100,25,1,100
2 Bedroom Condo near the Red Line ,12,10,3,8202984,Nathan And Kathryn,2954,within an hour,100,Apartment,Entire home/apt,6,144,200,30,4,15
The Dorset | 3BR 1BA | 1st Floor,17,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,6,126,500,175,6,89
Mary's Ocean View Metro Downtown,222,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,77,100,25,1,120
"Charming, Cozy 2 br Townhouse",84,9,3,119019,Hermina,4153,within an hour,100,Townhouse,Entire home/apt,6,165,200,110,1,365
The Sky View | 2BR 1BA | 3rd Floor,4,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,6,142,500,150,2,365
Spacious 2 bed w parking available,15,10,2,4609373,Tania,3176,within a few hours,100,Apartment,Entire home/apt,4,195,250,75,2,30
"Umass, city,MGH,BCEC,Longwood 16E",2,6,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,59,100,49,3,60
Renovated House near Subway/Rail Everything New,1,10,3,18517776,Huggy,2615,within a day,93,Apartment,Private room,1,39,300,50,30,999
Special Circumstances Extra Room(s),5,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,68,100,20,1,5
Private Room in Spacious Apartment2,16,9,2,1997048,ToRena,3465,within a few hours,100,Apartment,Private room,1,56,100,25,3,1125
Comfort in Historic Melville Park 3,55,9,3,847253,Susan,3711,within an hour,100,House,Private room,3,79,100,40,2,150
Grace's Harborview Fast T Downtown,232,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,63,100,25,1,1125
"Umass, City, MGH, BCEC, Longwood 2E",3,5,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,55,100,50,3,60
Newly Renovated Studio,64,9,2,25424192,Yonatan,2452,within an hour,100,House,Entire home/apt,4,150,100,50,2,366
The Sawyer | 2BR 2.5BA | 1st Floor,8,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,6,168,500,175,2,365
Very Close 2 Red Line with AirBed!,1,6,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,35,500,50,10,1125
Comfortable Brownstone Home,1,10,3,31175333,Joyce,2349,within an hour,100,House,Private room,1,73,100,75,4,28
"Umass, Harvard, MGH,Longwood, 16D",3,8,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,52,100,50,5,60
Private 1 bed/ 1 bath near Red line (JFK/Umass),7,8,2,24587960,Sun Young,2476,within an hour,100,Apartment,Private room,2,60,100,5,1,1125
5 minutes walk To T Private Room!,6,8,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,60,500,50,10,1125
"Simple, Quiet & Comfy. South Boston",101,10,2,20447366,Jason,2582,within an hour,100,Apartment,Private room,1,40,100,14,1,11
Modern 2 family close to Red line,1,10,3,79897849,Jones,1910,within an hour,100,Apartment,Entire home/apt,4,175,125,25,1,3
Comfort in Historic Melville Park 2,118,9,3,847253,Susan,3711,within an hour,100,House,Private room,3,79,100,40,2,150
Beautiful Victorian House,19,8,3,119019,Hermina,4153,within an hour,100,House,Entire home/apt,14,395,200,140,2,365
Comfortable room near redline MBTA subway stop!,1,2,3,52601623,Jean,2089,within an hour,98,Apartment,Private room,1,55,200,25,2,1125
The Roseclair | 3BR 1BA | 2nd Floor,12,10,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,6,164,500,150,2,36
Sunish & Giulia's Boston room on T,9,10,2,57812241,Alexia,2049,within a few hours,100,Apartment,Private room,2,85,250,30,2,180
beautifully renovated 1st floor apt,1,10,2,43717277,Andy,2201,within a day,90,Condominium,Entire home/apt,4,150,450,50,3,1125
Lovely Private Room with Air Bed,4,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,37,500,50,10,1125
Spacious Apartment Near the Subway,27,9,2,25424192,Yonatan,2452,within an hour,100,Apartment,Entire home/apt,4,180,100,80,2,1125
Small Room Renovated House Walk/Bus to Redline,2,10,3,18517776,Huggy,2615,within a day,93,Apartment,Private room,1,35,300,50,30,999
"Charming 3BR, 1BA- 5 min to Boston",24,9,3,13124709,Thomas & Jenny,2744,within an hour,100,Apartment,Entire home/apt,7,199,600,129,1,1125
"Umass, City, MGH, Longwood, BWH (A)",9,8,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,69,100,45,2,30
Private Bdr3 with Airbed,2,8,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,31,500,50,10,1125
Master bed/bath in lux Seaport bldg,1,8,3,845174,Casey,3712,within a few hours,100,Loft,Private room,2,170,250,75,1,1125
Boston Harbor View 1 BR Furnished Suite,2,8,3,47664830,Pelican Executive Suites,2151,within an hour,100,Apartment,Entire home/apt,4,250,250,95,1,1125
"Fantastic Factory Loft, Downtown",15,10,2,53581341,Don,2081,within a few hours,100,Loft,Entire home/apt,2,209,100,10,1,1
Boston Penthouse / Seaport District,3,10,1,14225772,Karyne,2714,within an hour,90,Apartment,Entire home/apt,4,500,500,100,3,1125
Modern Southie Condo near BCEC!!,8,10,3,13563081,Sean,2732,within an hour,100,Apartment,Entire home/apt,6,600,600,150,4,1125
Made in Fort Point / Seaport Luxury,12,10,3,845174,Casey,3712,within a few hours,100,Condominium,Entire home/apt,4,390,500,100,2,1125
South Boston - BCC & Seaport,3,10,1,45851126,Kelly,2174,within a day,100,Condominium,Entire home/apt,5,200,150,125,1,1125
Boston Harbor View 1 BR Suite,3,8,3,4140161,Corporate And Vacation Suites,3230,within an hour,100,Apartment,Entire home/apt,4,200,250,95,1,1125
beautiful seaport Apartment,10,8,2,53989804,Mo,2078,within a day,80,Apartment,Entire home/apt,5,361,150,70,2,1125
Luxury 2 bed Apt in Seaport area,7,9,3,64969164,Patrick,1998,within an hour,100,Apartment,Entire home/apt,4,249,150,75,1,1125
Boston Harbor View 1BR Furnished Suites,1,10,3,47664830,Pelican Executive Suites,2151,within an hour,100,Apartment,Entire home/apt,4,200,250,95,1,1125
1 BR Furnished Suite in Boston Harbor View,2,8,3,47664830,Pelican Executive Suites,2151,within an hour,100,Apartment,Entire home/apt,4,250,250,95,1,1125
Boston Seaport 1 BR Suite,1,10,3,44013653,Lourdes,2197,within a few hours,100,Apartment,Entire home/apt,4,249,250,95,1,1125
1 Bedroom Furnished Suite in Boston Harbor View,4,10,3,47664830,Pelican Executive Suites,2151,within an hour,100,Apartment,Entire home/apt,4,250,250,95,1,1125
Modern Seaport District 1 Bedroom + sleeper sofa,6,10,3,73215924,Debbie,1945,within an hour,100,Apartment,Entire home/apt,4,199,150,75,1,1125
"Comfy, clean studio in Seaport. Great views!",6,10,3,54731245,Daniel,2072,within an hour,88,Apartment,Entire home/apt,3,199,100,50,7,1125
1 Bedroom - Entire Place (Seaport),8,10,2,80100053,Bret,1909,within an hour,100,Apartment,Entire home/apt,2,225,250,50,3,6
Boston Harbor View 1 BR Furnished Suite,2,10,3,47664830,Pelican Executive Suites,2151,within an hour,100,Apartment,Entire home/apt,4,250,250,95,1,1125
Brand New! South Boston 1 bedroom,6,10,3,814298,Brent,3719,within a few hours,98,Apartment,Entire home/apt,4,189,500,100,2,1125
Seaport With Views! Walk to BCEC !,1,10,3,6201198,Elizabeth,3060,within a few hours,100,Condominium,Entire home/apt,4,700,175,85,3,1125
^Tourist Best Choice Master Bdrm Subway/Downtown,78,9,3,6950436,Jonathan,3015,within an hour,100,House,Private room,2,128,150,30,1,25
^Tourist Best Choice Private Room Subway/Downtown,29,9,3,6950436,Jonathan,3015,within an hour,100,House,Private room,2,118,150,30,1,25
"1 Queen/3 Twin-Full, near Downtown/Ocean",1,10,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,7,250,500,150,1,1125
2Bed/2Bath with Water & City Views,24,9,3,10252474,Christopher&Dylan,2853,within an hour,100,Condominium,Entire home/apt,5,300,500,150,2,15
"Top floor condo w/ parking, roof deck, near beach",10,10,2,21094197,James,2566,within a few hours,100,Condominium,Entire home/apt,3,189,100,15,2,4
STUNNING SEAPORT AREA HOME 2BD/2BA,2,10,1,54099497,Michael,2077,within an hour,100,House,Entire home/apt,4,400,250,100,1,1125
SEAPORT AREA-PRIVATE BATH & PARKING,4,9,1,54099497,Michael,2077,within an hour,100,House,Private room,2,99,95,40,1,1125
Private Suite with Gorgeous Patio Space!,5,9,2,7678148,Mike And Emily,2978,within an hour,100,House,Private room,2,130,150,20,2,6
Brand New 2 BR | 1 BA in So. BOS #1,57,10,3,9410008,Jason,2896,within an hour,100,Apartment,Entire home/apt,5,250,400,125,2,45
Updated Condo in South Boston,20,9,1,53360618,Greg,2083,within a day,100,Condominium,Entire home/apt,3,147,200,30,2,1125
"3B2B + parking, Near T, Downtown,Convention Center",2,9,3,19008767,Ellen,2609,within an hour,100,Apartment,Entire home/apt,6,299,100,100,1,1125
"Lovely, clean 1B, hip neighborhood",8,10,2,36221474,Peter,2282,within a few hours,100,Condominium,Entire home/apt,2,170,300,20,2,1125
Charming South Boston 2 BR Condo,8,9,3,7271526,Michaela,2998,within a few hours,90,Condominium,Private room,1,100,750,70,7,30
Brand New 4 BR|2 BA in So. BOS #2+3,10,10,3,9410008,Jason,2896,within an hour,100,Apartment,Entire home/apt,8,500,500,225,3,45
SEAPORT AREA-2 BATHROOMS & PARKING,8,10,2,54099497,Michael,2077,within an hour,100,House,Private room,2,99,95,45,1,1125
Minutes to Downtown. Morden Room W/ Private Bath!,32,10,3,20684898,Vanessa,2576,within an hour,100,Condominium,Private room,2,110,300,30,2,1125
Deck right on East Broadway!,10,10,2,25390791,Dean,2453,within an hour,100,Apartment,Entire home/apt,2,160,100,30,1,3
Luxury in South Boston,1,10,2,74102843,Andrea,1940,within a day,100,Apartment,Entire home/apt,3,150,500,50,1,1125
Brand New 1 Bed Flat - South Boston,16,9,3,814298,Brent,3719,within a few hours,98,Apartment,Entire home/apt,4,143,500,100,2,1125
Cozy Room in Hip Local Neighborhood,8,10,3,23412310,Lacey,2507,within a day,80,Townhouse,Private room,2,130,200,70,3,1125
New South Boston Retreat w/ Parking,28,9,3,4776690,Dan,3162,within an hour,100,House,Entire home/apt,10,199,300,100,1,1125
Luxury Apartment with Master King,3,9,3,64969164,Patrick,1998,within an hour,100,Apartment,Entire home/apt,2,229,150,75,3,1125
"Ocean View Penthouse Condo - Cool, Cozy & Inviting",48,9,3,6989109,Kristine,3013,within an hour,100,Condominium,Shared room,1,89,179,29,1,25
Modern 3BD+ private home-near BCEC,176,10,3,17783651,Tiffany,2629,within an hour,100,House,Entire home/apt,10,225,200,60,1,2
SEAPORT AREA WITH 2 BATHROOMS!!,31,10,2,54099497,Michael,2077,within an hour,100,House,Private room,2,69,95,49,1,1125
Brand New 2 BR | 1 BA in So. BOS #2,47,9,3,9410008,Jason,2896,within an hour,100,Apartment,Entire home/apt,4,245,400,125,2,45
Tourist Best Choice Master Bedroom Subway/Downtown,14,9,3,6950436,Jonathan,3015,within an hour,100,Condominium,Private room,2,128,150,30,1,25
Convention Cent- 10 min walk! BEST!,62,9,3,21184200,Paige,2564,within an hour,99,Condominium,Entire home/apt,6,175,99,65,1,1125
Beautifully Updated Single Family,3,9,1,67907171,Jennifer,1977,within a day,69,House,Entire home/apt,6,232,100,80,2,1125
Brand New 2 BR | 1 BA in So. BOS #3,46,10,3,9410008,Jason,2896,within an hour,100,Apartment,Entire home/apt,4,185,400,125,3,45
SEAPORT AREA-PRIVATE BATH QUEEN BED,47,10,1,54099497,Michael,2077,within an hour,100,House,Private room,2,69,95,45,1,1125
"Brand New 1 Bed Flat, South Boston",13,9,3,1444340,Will,3583,within a day,98,Apartment,Entire home/apt,4,220,500,100,3,1125
Brand New 4BR near Seaport + Ocean!,14,10,2,953185,Katie,3691,within a few hours,100,House,Entire home/apt,7,391,500,200,2,1125
Great Location!,24,10,3,16866221,Donald,2650,within a day,92,Loft,Private room,1,150,750,45,1,5
Lovely Southie Apt w. amazing views,28,10,3,4225430,Justine,3220,within a few hours,100,Apartment,Entire home/apt,2,175,250,25,2,1125
1 Bed in Charming Southie Townhouse,1,6,3,3236611,Ingrid,3323,within an hour,100,House,Private room,2,150,1000,100,1,7
LOCATION! Modern 2BD 2 BA w/Parking,84,10,2,10393465,Gary,2846,within an hour,100,Apartment,Entire home/apt,4,250,500,100,1,14
Recently Renovated duplex with outdoor space,4,9,3,60375320,David,2031,within an hour,100,Townhouse,Entire home/apt,14,299,350,120,1,1125
Spacious 4 bed condo South Boston  ,88,10,2,21541399,Mary,2555,within a few hours,100,Apartment,Entire home/apt,8,500,300,200,1,1125
Modern South Boston 2brm near MBTA,97,9,3,36057933,James,2284,within an hour,100,Apartment,Entire home/apt,4,150,150,60,1,1125
Brand NEW South Boston 1 bedroom,6,10,3,1444340,Will,3583,within a day,98,Apartment,Entire home/apt,4,189,500,100,2,1125
Spacious Updated Boston Room/Condo,4,9,2,10197317,Shannon,2856,within an hour,100,Condominium,Private room,3,200,200,50,1,1125
Spacious Updated 2 Bed Boston Condo,1,8,3,10197317,Shannon,2856,within an hour,100,Condominium,Entire home/apt,6,500,500,100,1,1125
Beautifully renovated one bedroom,1,10,1,9974234,Richard,2866,within an hour,100,Apartment,Entire home/apt,2,140,200,65,1,1125
BOSTON LUXURY FOR LESS!!! NEAR BCEC,132,9,3,1355344,Meri,3609,within an hour,100,Apartment,Entire home/apt,6,200,500,100,1,365
Stylish Boston home,5,10,3,60375320,David,2031,within an hour,100,Apartment,Entire home/apt,4,175,250,85,1,1125
Sunny Duplex Condo + Parking,38,9,2,15862012,Vicki,2675,within an hour,100,House,Entire home/apt,4,300,500,100,2,1125
LOCATION! Modern Boston Home,28,10,3,62572217,Julie,2016,within an hour,100,House,Entire home/apt,8,199,250,100,1,1125
"3 bed, 2 bath, by Downtown/Ocean/Telegraph Hill",17,10,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,10,325,500,200,1,1125
Tourist Best Choice Penhouse Subway/Downtown,9,9,3,6950436,Jonathan,3015,within an hour,100,Condominium,Entire home/apt,6,330,250,70,1,25
"2bdrm, Walk to Downtown, Waterfront",64,8,3,970787,Poli,3687,within a few hours,100,Apartment,Entire home/apt,6,250,300,100,2,1125
Tourist Best Choice Private Room Subway/Downtown,16,10,3,6950436,Jonathan,3015,within an hour,100,Condominium,Private room,2,118,150,30,1,25
"Comfy room (C) near T, convention center, downtown",3,9,3,19008767,Ellen,2609,within an hour,100,Townhouse,Private room,2,99,100,25,1,1125
Modern Duplex 5 min to ConventionCt,94,9,2,1417977,Evy,3592,within an hour,100,Condominium,Private room,5,175,100,25,1,1125
Charming Victorian Home,39,10,3,32783797,James,2326,within an hour,100,House,Entire home/apt,6,350,200,125,2,30
Location!! Downtown Near Waterfront,42,9,3,970787,Poli,3687,within a few hours,100,Apartment,Private room,2,100,100,15,2,1125
"Pleasant room(B)Near T,downtown, convention center",7,9,3,19008767,Ellen,2609,within an hour,100,Townhouse,Private room,2,125,100,25,1,1125
Cozy room(A) near T and downtown Boston,7,9,3,19008767,Ellen,2609,within an hour,100,Townhouse,Private room,2,119,100,30,1,1125
2 bed 1 bath near Downtown & Ocean,68,9,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,8,200,500,100,1,1125
3 bed 1 bath near Downtown & Ocean #3,16,10,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,11,250,500,150,1,1125
1 bed in gorgeous S. Boston Condo,3,10,1,616024,Stephanie,3770,within a few hours,80,Apartment,Private room,1,169,500,50,1,1125
3 bed 1 bath near Downtown/Ocean #2,11,10,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,11,330,500,150,1,1125
Luxury 3 BD Private Home in Boston,70,9,3,4776690,Dan,3162,within an hour,100,House,Entire home/apt,8,99,300,100,1,1125
Big room steps to BCEC conv center!,3,9,3,17814164,Jennifer,2628,within a few hours,80,Apartment,Private room,2,80,500,100,1,1125
20% off! Steps to BCEC conv center,10,9,3,17814164,Jennifer,2628,within a few hours,80,Apartment,Entire home/apt,2,250,450,135,1,1125
"1 Queen/2 Twin, near Downtown/Ocean",21,10,3,26704689,Mac,2427,within an hour,100,Condominium,Entire home/apt,6,225,500,100,1,1125
